생년월일,연령,성별,휴대폰번호,이메일,주소,아이디,가입일,차량구분,구매한제품,친환경차,제품구매날짜,거래금액,거래방식,제품구매빈도,제품구매경로,제품출시년월,지역,고객세그먼트,Cluster
1968-09-12,57,남,(753)624-7990,kathyvega@hotmail.com,전라남도 목포시 하당로 110,user212128,2025-02-02,대형 세단,Carnival,False,2025-03-03,22691668,계좌이체,1,온라인,2018-08,미국,3,1
1970-01-08,55,남,077.576.6271x0610,kimberlyjohnson@gmail.com,전라남도 목포시 하당로 110,user840885,2023-11-03,준대형 SUV,C'eed CUV,False,2023-11-04,67236775,신용카드,2,온라인,2022-04,미국,1,5
1995-12-25,30,여,507-481-4443x94469,aross@carlson.com,제주특별자치도 제주시 중앙로 230,user523161,2025-02-08,준중형 해치백,EV6,True,2025-03-10,45074505,신용카드,1,온라인,2022-06,미국,1,4
1970-04-21,55,남,589.961.6001,wilsonlynn@garrett.net,울산광역시 남구 삼산로 198,user769188,2023-09-10,픽업트럭,Sonet,False,2023-09-16,55397598,계좌이체,2,오프라인,2021-01,미국,1,5
1982-09-30,43,여,(660)506-8902x55288,stevehansen@gmail.com,충청북도 청주시 상당구 상당로 82,user206051,2024-08-26,대형 SUV,K4,False,2024-09-03,23085892,계좌이체,1,오프라인,2022-06,미국,3,1
1986-08-11,39,여,301.925.1864,greennathan@yahoo.com,광주광역시 서구 상무중앙로 75,user627534,2024-08-04,준중형 해치백,K2,False,2024-09-01,28673268,현금,1,오프라인,2019-08,미국,2,2
1998-12-30,27,남,(682)012-0215,lmayer@webb.biz,부산광역시 동래구 충렬대로 237,user606438,2024-11-17,준중형 해치백,Optima / K5,False,2024-11-28,39686454,현금,1,오프라인,2020-04,미국,2,0
1982-01-02,43,남,001-231-511-0817,ferrellmark@jones-montgomery.org,경상남도 진주시 진주대로 500,user321531,2024-09-30,대형 SUV,EV5,True,2024-10-29,62316307,신용카드,3,오프라인,2020-05,미국,1,5
1977-07-25,48,남,+1-178-264-0834x443,whitezachary@yahoo.com,경기도 고양시 일산동구 중앙로 1036,user843905,2023-10-13,중형 SUV,KX7,False,2023-10-15,42038446,계좌이체,1,오프라인,2020-03,미국,3,1
1968-05-25,57,남,7386543701,tamaraburnett@white.com,광주광역시 서구 상무중앙로 75,user759688,2024-06-11,중형 SUV,Optima / K5,False,2024-06-13,29309473,계좌이체,1,온라인,2020-06,미국,3,1
1973-09-22,52,여,001-652-271-0684x66656,antonio29@gmail.com,전라북도 군산시 백릉로 300,user911575,2025-01-03,대형 세단,KX5,False,2025-01-22,67513741,신용카드,1,온라인,2022-07,미국,1,4
1984-09-19,41,남,557-213-1913,leahpitts@gmail.com,경상남도 진주시 진주대로 500,user842723,2025-01-29,중형 세단,Sorento,False,2025-02-03,43879625,현금,3,온라인,2021-10,미국,0,3
1977-02-06,48,남,(689)494-9278x36774,slopez@yahoo.com,대구광역시 달서구 월배로 200,user147728,2024-01-13,준대형 세단,Seltos,False,2024-01-16,33890362,신용카드,1,온라인,2021-07,미국,2,0
1985-05-04,40,남,(839)632-4700,brendabarrett@yahoo.com,인천광역시 부평구 부평대로 88,user507288,2024-10-22,소형 해치백,Cerato,False,2024-10-26,58096581,계좌이체,1,온라인,2021-07,미국,1,5
1982-08-13,43,여,(399)776-7532,piercejacqueline@lawson-williams.net,전라남도 목포시 하당로 110,user674154,2024-03-10,대형 SUV,K3,False,2024-04-08,46101861,현금,1,온라인,2018-07,미국,1,4
1992-12-31,33,여,+1-384-738-1063x707,hartbenjamin@taylor.biz,경상북도 포항시 남구 중앙로 210,user282323,2023-08-04,소형 해치백,KX5,False,2023-08-05,40297010,계좌이체,1,오프라인,2021-07,미국,3,1
1980-06-14,45,남,781-412-7701x53387,maryjackson@odonnell.net,전라남도 목포시 하당로 110,user739066,2023-12-04,중형 세단,Carnival,False,2023-12-20,22824729,계좌이체,3,오프라인,2020-07,미국,3,1
1978-09-26,47,남,672-944-2472x22647,darlenerobinson@young.com,대구광역시 달서구 월배로 200,user820212,2025-01-30,픽업트럭,Syros,False,2025-02-20,23335111,계좌이체,2,오프라인,2022-06,미국,3,1
1969-12-11,56,여,001-819-242-4129x6359,eugene88@gmail.com,경상남도 진주시 진주대로 500,user710461,2024-04-02,준중형 SUV,Pegas,False,2024-04-11,41565275,계좌이체,1,오프라인,2022-08,미국,3,1
1985-06-15,40,여,442-973-7268x3233,jamesnunez@yahoo.com,전라북도 군산시 백릉로 300,user101084,2024-01-13,대형 SUV,Pegas,False,2024-02-08,39656306,계좌이체,3,온라인,2022-08,미국,0,3
1971-12-29,54,남,(645)696-7570,erodriguez@gmail.com,강원도 춘천시 중앙로 123,user549370,2024-10-31,중형 세단,Carens MPV,False,2024-11-29,41783470,계좌이체,1,온라인,2018-01,미국,3,1
1971-12-14,54,여,001-034-113-7320x22017,melissamccoy@nixon.net,세종특별자치시 나성북로 21,user652755,2024-09-21,중형 SUV,Forte,False,2024-10-08,56331198,계좌이체,3,오프라인,2023-09,미국,1,4
1970-02-15,55,여,2984938350,sarahwood@williamson.org,제주특별자치도 제주시 중앙로 230,user310699,2022-12-19,중형 세단,K2,False,2023-01-11,27915942,신용카드,2,오프라인,2021-10,미국,2,2
1987-04-24,38,남,644-659-2396,bhoffman@hotmail.com,충청북도 청주시 상당구 상당로 82,user527231,2025-02-04,준대형 SUV,K4,False,2025-02-14,45393683,신용카드,3,온라인,2023-11,미국,0,3
1980-12-05,45,여,053-888-9312,morgan42@wiley.biz,경상남도 진주시 진주대로 500,user736904,2024-12-08,대형 세단,Seltos,False,2024-12-29,66250568,계좌이체,1,온라인,2020-08,미국,1,4
1997-08-07,28,남,497.042.0977x66310,matthew19@hodge.com,대구광역시 달서구 월배로 200,user502621,2023-09-06,픽업트럭,Rio(pride),False,2023-09-22,46923197,신용카드,1,온라인,2021-09,미국,1,5
1979-10-10,46,남,(750)944-4831,julie36@gmail.com,전라남도 목포시 하당로 110,user652127,2024-09-21,준대형 SUV,EV9,True,2024-10-03,53652733,현금,4,온라인,2022-08,미국,0,3
1991-08-29,34,남,917.013.8988,thomasmanuel@peters-martinez.com,대구광역시 달서구 월배로 200,user528088,2023-05-16,준중형 SUV,Optima / K5,False,2023-05-27,46067271,현금,4,온라인,2019-06,미국,0,3
1979-09-28,46,남,226-410-1442x3056,kari76@gmail.com,부산광역시 동래구 충렬대로 237,user409787,2024-10-10,대형 SUV,Sportage,False,2024-10-26,40414745,현금,1,온라인,2020-11,미국,2,0
1999-06-08,26,여,2687485117,rwilson@yahoo.com,대구광역시 달서구 월배로 200,user367547,2024-05-11,대형 세단,KX7,False,2024-05-25,41641171,계좌이체,3,오프라인,2021-04,미국,0,3
1993-09-17,32,여,(902)827-7469x482,linda76@gmail.com,전라남도 목포시 하당로 110,user286910,2023-02-12,중형 세단,Optima / K5,False,2023-03-05,52019723,신용카드,4,오프라인,2020-10,미국,0,3
1983-10-29,42,남,(535)217-0572x67798,romanbrandon@francis.com,광주광역시 서구 상무중앙로 75,user136732,2024-05-10,준중형 해치백,C'eed,False,2024-06-09,39855438,현금,2,온라인,2022-09,미국,2,0
1972-08-23,53,남,6319854480,ucole@yahoo.com,울산광역시 남구 삼산로 198,user280149,2023-10-30,대형 SUV,Telluride,False,2023-11-10,67848017,신용카드,1,오프라인,2020-12,미국,1,5
1994-11-10,31,여,870.009.8545x069,colleen63@clark.com,충청남도 천안시 서북구 불당로 48,user686718,2024-10-08,준중형 세단,Seltos,False,2024-10-25,67044857,계좌이체,1,온라인,2019-01,미국,1,4
1967-03-13,58,남,169.760.7904,vjohnson@yahoo.com,충청남도 천안시 서북구 불당로 48,user551558,2025-01-15,준대형 SUV,Syros,False,2025-02-02,25189242,계좌이체,1,온라인,2021-09,미국,3,1
1974-08-07,51,여,(225)557-4194x50890,ajohnson@gmail.com,대전광역시 서구 둔산대로 117,user599214,2024-08-07,중형 SUV,Seltos,False,2024-08-23,54350545,신용카드,2,온라인,2018-10,미국,1,4
1981-10-14,44,여,458-164-9461x528,murphysarah@gmail.com,인천광역시 부평구 부평대로 88,user249452,2025-03-12,대형 세단,KX5,False,2025-03-15,48399489,현금,1,온라인,2019-09,미국,1,4
1994-01-16,31,남,470-675-9650,whitedaniel@mcgee.biz,대전광역시 서구 둔산대로 117,user971374,2024-12-01,대형 세단,Forte,False,2024-12-14,57338076,신용카드,1,온라인,2022-08,미국,1,5
1966-04-01,59,여,(614)228-4746,olivia36@hotmail.com,전라북도 군산시 백릉로 300,user964417,2024-10-18,중형 SUV,Rio(pride),False,2024-11-09,61447501,계좌이체,5,오프라인,2020-12,미국,0,3
1987-11-01,38,여,884.193.6263x13494,owenscasey@hotmail.com,강원도 춘천시 중앙로 123,user696177,2025-03-10,준중형 세단,EV9,True,2025-03-19,40033334,현금,1,온라인,2020-02,미국,2,2
1964-10-29,61,남,998-831-2060x539,john28@yahoo.com,광주광역시 서구 상무중앙로 75,user560410,2024-07-25,픽업트럭,Pegas,False,2024-08-01,35646815,신용카드,4,온라인,2023-09,미국,0,3
1964-07-21,61,남,9201887069,karenhernandez@brown-wilson.com,인천광역시 부평구 부평대로 88,user590364,2024-11-05,준중형 세단,Cerato,False,2024-11-22,65059320,계좌이체,2,온라인,2018-12,미국,1,5
1993-07-25,32,남,(505)655-3400x26716,dtaylor@stewart-leonard.org,대구광역시 달서구 월배로 200,user193729,2024-11-23,중형 세단,Cerato,False,2024-12-21,22799891,신용카드,3,오프라인,2021-07,미국,2,0
1999-06-10,26,여,421-859-2930,erica49@moore.com,충청북도 청주시 상당구 상당로 82,user496776,2024-11-20,준중형 SUV,Optima / K5,False,2024-12-14,22268231,신용카드,4,온라인,2019-03,미국,0,3
1986-02-17,39,여,(719)557-2903x413,charles67@hotmail.com,울산광역시 남구 삼산로 198,user577634,2023-05-07,준대형 SUV,Optima / K5,False,2023-05-30,34621803,신용카드,1,온라인,2019-06,미국,2,2
1988-09-25,37,남,009-991-2998,alexandra61@sutton.com,전라북도 군산시 백릉로 300,user762948,2025-02-07,중형 세단,KX7,False,2025-02-28,67939188,신용카드,1,온라인,2021-06,미국,1,5
1984-10-31,41,여,354-681-9662x30037,xgonzalez@mcpherson.com,세종특별자치시 나성북로 21,user701847,2024-06-30,준중형 해치백,Seltos,False,2024-07-26,57080231,신용카드,1,온라인,2018-09,미국,1,4
1993-05-13,32,남,+1-974-275-7148,yvettebailey@davis.org,경상남도 진주시 진주대로 500,user950732,2024-01-16,준대형 SUV,Seltos,False,2024-01-17,65161409,신용카드,2,오프라인,2021-04,미국,1,5
1966-03-26,59,남,(308)912-2943,wallervictoria@gmail.com,충청남도 천안시 서북구 불당로 48,user745733,2025-03-25,중형 세단,K4,False,2025-03-27,56612130,신용카드,2,온라인,2020-04,미국,1,5
1970-11-20,55,여,001-283-249-5110,zjohnson@gmail.com,제주특별자치도 제주시 중앙로 230,user460445,2025-02-18,준중형 해치백,Carens MPV,False,2025-03-17,61634982,계좌이체,1,온라인,2020-08,미국,1,4
1995-09-03,30,여,(178)219-2790,pyang@herring-long.com,대전광역시 서구 둔산대로 117,user981484,2025-01-07,준중형 세단,EV5,True,2025-01-14,62189299,계좌이체,1,온라인,2022-07,미국,1,4
1996-03-19,29,여,564-431-3281x561,oporter@spence.com,부산광역시 동래구 충렬대로 237,user401703,2024-12-07,준대형 세단,K3,False,2024-12-09,60677672,계좌이체,2,오프라인,2020-03,미국,1,4
1997-02-16,28,남,790-848-1527,jonesjessica@gmail.com,제주특별자치도 제주시 중앙로 230,user131197,2025-02-03,대형 SUV,C'eed CUV,False,2025-02-14,66207565,신용카드,1,오프라인,2022-02,미국,1,5
1995-04-22,30,여,001-911-130-7366,hellis@gonzales.org,세종특별자치시 나성북로 21,user911230,2024-08-03,준대형 SUV,C'eed CUV,False,2024-08-05,61886452,신용카드,3,온라인,2020-09,미국,1,4
1975-03-30,50,여,271-215-1970,stephenrodriguez@yahoo.com,경상북도 포항시 남구 중앙로 210,user228463,2024-05-05,준대형 SUV,Carnival,False,2024-05-21,61749860,신용카드,3,오프라인,2020-04,미국,1,4
1999-02-11,26,여,370.144.9877x1589,gpeters@thomas.com,경상남도 진주시 진주대로 500,user338796,2024-09-28,중형 세단,Sonet,False,2024-10-08,43160745,현금,1,온라인,2018-08,미국,2,2
1968-10-01,57,남,001-282-775-6539x9837,zperez@gmail.com,광주광역시 서구 상무중앙로 75,user543707,2024-09-16,대형 세단,Sorento,False,2024-09-24,48988095,신용카드,4,오프라인,2021-12,미국,0,3
1993-11-30,32,여,784-860-5641x310,xlong@gmail.com,제주특별자치도 제주시 중앙로 230,user831017,2024-09-24,준대형 세단,Rio(pride),False,2024-10-22,28108776,신용카드,4,온라인,2021-09,미국,0,3
1979-01-16,46,남,+1-262-375-0543x22602,rachael24@gmail.com,경상북도 포항시 남구 중앙로 210,user606769,2022-06-28,대형 SUV,Sorento,False,2022-07-07,51143363,신용카드,3,온라인,2018-12,미국,0,3
1992-04-28,33,남,415.867.9524x087,stewartmelissa@hotmail.com,충청남도 천안시 서북구 불당로 48,user765330,2024-11-29,대형 세단,Sportage,False,2024-12-08,34318870,현금,4,오프라인,2022-06,미국,0,3
1968-06-12,57,남,365-451-9160x0222,regina67@hotmail.com,제주특별자치도 제주시 중앙로 230,user122615,2023-01-18,대형 세단,Carnival,False,2023-01-24,28945582,현금,1,온라인,2021-05,미국,2,0
1979-05-17,46,남,+1-687-574-1228x76704,sara18@yahoo.com,부산광역시 동래구 충렬대로 237,user741426,2023-11-05,픽업트럭,KX5,False,2023-11-14,27231687,현금,1,오프라인,2019-10,미국,2,0
1976-10-08,49,여,093.191.2125x953,courtneyball@yahoo.com,전라남도 목포시 하당로 110,user233205,2023-10-11,중형 SUV,Zhipao,False,2023-11-04,64237374,계좌이체,1,오프라인,2022-11,미국,1,4
1974-10-10,51,남,(155)427-7141x0452,broberts@hotmail.com,경상남도 진주시 진주대로 500,user650863,2023-12-01,중형 세단,Carnival,False,2023-12-03,57818372,신용카드,1,온라인,2019-11,미국,1,5
1987-01-27,38,남,001-185-464-1372x811,jasonturner@ferguson.net,충청북도 청주시 상당구 상당로 82,user533822,2025-03-11,중형 SUV,Carnival,False,2025-03-24,58884670,계좌이체,3,오프라인,2018-07,미국,1,5
1966-06-17,59,남,001-811-609-6293x956,patricknguyen@smith.com,충청남도 천안시 서북구 불당로 48,user966366,2023-07-30,대형 세단,KX1,False,2023-08-19,28834151,계좌이체,5,온라인,2022-01,미국,0,3
1983-07-27,42,여,646.914.5785x9095,williscandace@howard.com,충청남도 천안시 서북구 불당로 48,user949578,2025-02-23,중형 세단,C'eed,False,2025-03-17,46851063,계좌이체,2,오프라인,2021-04,미국,3,1
1994-07-31,31,남,001-064-108-0910x7299,sjackson@hotmail.com,제주특별자치도 제주시 중앙로 230,user793876,2024-12-07,중형 세단,Syros,False,2025-01-01,19051154,신용카드,2,온라인,2023-09,미국,2,0
1967-01-08,58,여,833-494-3747x50636,annevillarreal@hotmail.com,광주광역시 서구 상무중앙로 75,user855828,2024-01-05,대형 세단,Pegas,False,2024-01-24,31961801,계좌이체,3,오프라인,2019-08,미국,3,1
1973-07-25,52,남,(641)650-6433x054,xhudson@hill.biz,경기도 고양시 일산동구 중앙로 1036,user818718,2025-03-12,픽업트럭,Carnival,False,2025-03-27,45431211,현금,3,오프라인,2020-01,미국,0,3
1977-04-24,48,여,(731)742-1152x19269,lsmith@williams-lee.org,전라남도 목포시 하당로 110,user441188,2024-01-18,준중형 세단,Carnival,False,2024-02-07,42427270,신용카드,2,온라인,2018-06,미국,2,2
1995-12-04,30,여,001-709-642-2563x8516,danielbrown@lutz.com,경상남도 진주시 진주대로 500,user424612,2025-03-06,중형 SUV,K2,False,2025-03-17,22514684,신용카드,5,오프라인,2020-09,미국,0,3
1976-09-19,49,여,+1-074-411-4862x9783,marcus81@gallagher.com,전라남도 목포시 하당로 110,user600702,2022-08-17,중형 SUV,K4,False,2022-09-14,19341564,현금,1,오프라인,2018-02,미국,2,2
1996-03-26,29,남,(151)847-4400,jon31@martin.com,부산광역시 동래구 충렬대로 237,user143908,2023-12-31,준대형 SUV,Carnival,False,2024-01-09,20570603,신용카드,1,오프라인,2021-08,미국,2,0
1996-06-05,29,남,422.671.6484x3514,jessica62@yahoo.com,경상남도 진주시 진주대로 500,user145321,2024-08-04,소형 해치백,EV5,True,2024-08-21,61268764,신용카드,2,온라인,2019-06,미국,1,5
1971-05-21,54,여,+33 (0)8 01 30 83 21,piresaurelie@samson.fr,경상북도 포항시 남구 중앙로 210,user816696,2022-07-30,준대형 SUV,EV5,True,2022-08-28,61950870,신용카드,1,오프라인,2023-10,서유럽,1,4
1968-01-02,57,남,04 49 88 87 10,dorothee40@bouygtel.fr,광주광역시 서구 상무중앙로 75,user177511,2024-07-24,픽업트럭,Syros,False,2024-07-29,35667765,신용카드,1,온라인,2021-12,서유럽,2,0
1978-08-05,47,여,01 46 95 49 46,alexandreetienne@club-internet.fr,전라북도 군산시 백릉로 300,user375078,2024-04-11,대형 SUV,K3,False,2024-05-04,53323373,현금,3,온라인,2022-12,서유럽,0,3
1976-12-06,49,남,+33 5 20 99 66 27,sophie07@muller.com,강원도 춘천시 중앙로 123,user332362,2024-09-20,준대형 SUV,Carens MPV,False,2024-10-13,41067079,현금,1,온라인,2021-08,서유럽,2,0
1998-08-13,27,남,06 87 34 05 38,zlemonnier@tele2.fr,대전광역시 서구 둔산대로 117,user967384,2024-12-08,준중형 해치백,Sorento,False,2024-12-15,38495953,계좌이체,1,오프라인,2022-10,서유럽,3,1
1991-10-01,34,여,0800123578,louisriou@raymond.fr,대전광역시 서구 둔산대로 117,user639892,2025-01-09,소형 해치백,Telluride,False,2025-02-03,66204338,신용카드,3,오프라인,2019-09,서유럽,1,4
1987-04-19,38,남,0118836808,jacqueslefebvre@joseph.fr,대구광역시 달서구 월배로 200,user490705,2023-03-15,중형 세단,Carnival,False,2023-04-11,29153889,신용카드,1,오프라인,2022-10,서유럽,2,0
1995-12-17,30,여,+33 4 76 02 78 70,gregoirenoel@charrier.net,울산광역시 남구 삼산로 198,user472774,2025-01-29,중형 세단,C'eed CUV,False,2025-02-28,48581477,신용카드,2,온라인,2023-12,서유럽,1,4
1972-01-06,53,남,04 50 60 94 71,nmaillet@guerin.net,전라남도 목포시 하당로 110,user686456,2024-04-01,중형 SUV,Cerato,False,2024-05-01,53655863,신용카드,1,오프라인,2018-08,서유럽,1,5
1969-06-15,56,여,+33 (0)3 78 12 77 94,ulamy@blanchet.com,전라북도 군산시 백릉로 300,user381048,2025-02-17,준대형 SUV,Pegas,False,2025-03-03,32574288,계좌이체,1,온라인,2021-08,서유럽,3,1
1978-04-14,47,남,+33 8 01 67 29 00,rjoly@clerc.fr,제주특별자치도 제주시 중앙로 230,user804065,2024-09-29,준중형 SUV,K4,False,2024-10-26,53206689,신용카드,2,온라인,2023-04,서유럽,1,5
